gene	n_tfs
ENSG00000189042	115
ENSG00000267041	64
ENSG00000267260	73
ENSG00000197863	82
ENSG00000197050	60
ENSG00000267345	63
ENSG00000245680	72
ENSG00000188283	69
ENSG00000189164	72
ENSG00000196437	70
ENSG00000171827	68
ENSG00000180479	59
ENSG00000171817	52
ENSG00000267422	48
ENSG00000167642	108
ENSG00000068903	71
ENSG00000104825	130
ENSG00000130755	81
ENSG00000006712	26
ENSG00000266559	89
ENSG00000013275	104
ENSG00000187187	100
ENSG00000269069	102
ENSG00000128000	65
ENSG00000269296	97
ENSG00000269749	106
ENSG00000197782	57
ENSG00000130758	97
ENSG00000174521	73
ENSG00000197019	75
ENSG00000268366	70
ENSG00000269858	45
ENSG00000142039	79
ENSG00000142046	104
ENSG00000105404	102
ENSG00000105732	90
ENSG00000105723	43
ENSG00000279539	56
ENSG00000131116	132
ENSG00000159871	112
ENSG00000267191	84
ENSG00000124459	58
ENSG00000159905	56
ENSG00000266921	124
ENSG00000159882	73
ENSG00000267144	96
ENSG00000267022	92
ENSG00000159885	69
ENSG00000178386	89
ENSG00000186026	72
ENSG00000267680	119
ENSG00000186019	57
ENSG00000256294	118
ENSG00000263002	96
ENSG00000167380	33
ENSG00000131115	73
ENSG00000278318	43
ENSG00000267188	105
ENSG00000167384	104
ENSG00000224366	129
ENSG00000130202	68
ENSG00000267282	124
ENSG00000275726	42
ENSG00000125753	131
ENSG00000010310	68
ENSG00000279407	42
ENSG00000177051	97
ENSG00000170604	46
ENSG00000182013	77
ENSG00000105281	112
ENSG00000042753	106
ENSG00000130748	77
ENSG00000265134	53
ENSG00000118160	103
ENSG00000105486	123
ENSG00000268583	25
ENSG00000105467	53
ENSG00000105447	108
ENSG00000232871	30
ENSG00000176909	85
ENSG00000182264	42
ENSG00000087074	125
ENSG00000104805	102
ENSG00000235191	85
ENSG00000267898	92
ENSG00000087086	120
ENSG00000104852	52
ENSG00000104863	52
ENSG00000142538	81
ENSG00000261949	111
ENSG00000200530	57
ENSG00000142552	79
ENSG00000142546	92
ENSG00000126458	111
ENSG00000126456	127
ENSG00000126453	90
ENSG00000104973	77
ENSG00000169136	113
ENSG00000104951	126
ENSG00000213024	108
ENSG00000283842	88
ENSG00000105053	119
ENSG00000142528	118
ENSG00000269392	98
ENSG00000131408	79
ENSG00000161677	79
ENSG00000129437	70
ENSG00000142544	31
ENSG00000186806	124
ENSG00000262874	6
ENSG00000268889	65
ENSG00000268957	80
ENSG00000269580	78
ENSG00000105497	70
ENSG00000269388	101
ENSG00000198093	78
ENSG00000176024	93
ENSG00000256683	98
ENSG00000204611	72
ENSG00000268842	97
ENSG00000105605	121
ENSG00000170906	62
ENSG00000105619	44
ENSG00000105618	86
ENSG00000267265	111
ENSG00000125503	56
ENSG00000133265	108
ENSG00000160472	117
ENSG00000269859	86
ENSG00000261221	88
ENSG00000142409	113
ENSG00000167685	98
ENSG00000131848	97
ENSG00000267549	93
ENSG00000018869	116
ENSG00000267454	77
ENSG00000198440	77
ENSG00000166770	49
ENSG00000267421	125
ENSG00000127903	63
ENSG00000204524	139
ENSG00000197714	125
ENSG00000267871	52
ENSG00000131845	123
ENSG00000188785	89
ENSG00000186272	79
ENSG00000186230	85
ENSG00000197128	103
ENSG00000268266	82
ENSG00000268107	102
ENSG00000105136	111
ENSG00000121406	47
ENSG00000083817	85
ENSG00000183647	96
ENSG00000213762	35
ENSG00000121417	79
ENSG00000204519	81
ENSG00000269026	80
ENSG00000083828	118
ENSG00000178935	98
ENSG00000198466	74
ENSG00000269476	96
ENSG00000173480	82
ENSG00000196724	67
ENSG00000171606	79
ENSG00000198131	93
ENSG00000283515	43
ENSG00000268516	13
ENSG00000278129	119
ENSG00000267216	111
ENSG00000142396	115
ENSG00000283103	113
ENSG00000182318	83
ENSG00000269054	71
ENSG00000152475	65
ENSG00000171574	86
ENSG00000249471	118
ENSG00000083838	131
ENSG00000083807	124
ENSG00000119574	88
ENSG00000213753	103
ENSG00000182551	147
ENSG00000171863	119
ENSG00000230790	106
ENSG00000151779	121
ENSG00000234022	84
ENSG00000240857	63
ENSG00000183891	70
ENSG00000271991	109
ENSG00000118961	116
ENSG00000163026	84
ENSG00000115128	140
ENSG00000219626	85
ENSG00000184924	74
ENSG00000138092	55
ENSG00000143970	85
ENSG00000084731	80
ENSG00000084733	139
ENSG00000173567	50
ENSG00000230286	132
ENSG00000115207	132
ENSG00000115211	93
ENSG00000115234	131
ENSG00000163798	118
ENSG00000171103	129
ENSG00000272716	72
ENSG00000152683	91
ENSG00000018699	131
ENSG00000115808	94
ENSG00000235586	90
ENSG00000143891	96
ENSG00000152147	73
ENSG00000152518	99
ENSG00000138036	90
ENSG00000284608	35
ENSG00000253515	127
ENSG00000222005	61
ENSG00000143933	120
ENSG00000273269	146
ENSG00000233230	126
ENSG00000143942	87
ENSG00000162994	71
ENSG00000143947	117
ENSG00000085760	128
ENSG00000162924	116
ENSG00000162928	141
ENSG00000143951	139
ENSG00000014641	87
ENSG00000143952	125
ENSG00000179833	89
ENSG00000138069	92
ENSG00000198369	96
ENSG00000204929	135
ENSG00000204923	102
ENSG00000169621	128
ENSG00000228329	125
ENSG00000124380	105
ENSG00000231327	58
ENSG00000144036	61
ENSG00000135624	152
ENSG00000279070	112
ENSG00000065911	127
ENSG00000115282	107
ENSG00000115307	131
ENSG00000115317	121
ENSG00000115364	89
ENSG00000163541	124
ENSG00000260840	93
ENSG00000152291	94
ENSG00000042445	122
ENSG00000115459	96
ENSG00000042493	75
ENSG00000152292	62
ENSG00000168890	103
ENSG00000068654	104
ENSG00000132300	128
ENSG00000132305	70
ENSG00000132313	112
ENSG00000222724	148
ENSG00000153574	130
ENSG00000275111	96
ENSG00000233757	94
ENSG00000135956	89
ENSG00000144021	96
ENSG00000235480	52
ENSG00000196843	54
ENSG00000114988	106
ENSG00000201806	46
ENSG00000144182	60
ENSG00000273155	102
ENSG00000158411	80
ENSG00000185414	70
ENSG00000115514	82
ENSG00000223947	134
ENSG00000115607	82
ENSG00000234389	115
ENSG00000272994	88
ENSG00000135974	121
ENSG00000169679	98
ENSG00000153107	63
ENSG00000188177	78
ENSG00000125630	93
ENSG00000270019	102
ENSG00000115091	85
ENSG00000264229	103
ENSG00000236859	60
ENSG00000163166	77
ENSG00000136715	112
ENSG00000224043	55
ENSG00000082258	78
ENSG00000115839	120
ENSG00000144224	99
ENSG00000232606	100
ENSG00000115947	95
ENSG00000153234	118
ENSG00000136541	84
ENSG00000226266	84
ENSG00000136560	112
ENSG00000123607	40
ENSG00000235335	127
ENSG00000152253	57
ENSG00000138399	68
ENSG00000138382	121
ENSG00000234350	102
ENSG00000115827	79
ENSG00000077380	102
ENSG00000144355	103
ENSG00000144354	48
ENSG00000229750	77
ENSG00000115966	106
ENSG00000154518	97
ENSG00000229337	51
ENSG00000170144	60
ENSG00000196659	142
ENSG00000197557	94
ENSG00000163510	108
ENSG00000077232	61
ENSG00000061676	55
ENSG00000065548	45
ENSG00000224063	71
ENSG00000235852	137
ENSG00000233766	5
ENSG00000168497	15
ENSG00000282836	9
ENSG00000115520	106
ENSG00000013441	98
ENSG00000240344	92
ENSG00000003400	93
ENSG00000115993	131
ENSG00000082146	77
ENSG00000055044	10
ENSG00000138380	97
ENSG00000114933	83
ENSG00000230695	72
ENSG00000235042	72
ENSG00000138375	118
ENSG00000127837	104
ENSG00000127838	89
ENSG00000283639	39
ENSG00000268603	86
ENSG00000144591	139
ENSG00000135900	72
ENSG00000135932	78
ENSG00000156973	26
ENSG00000144524	140
ENSG00000132323	116
ENSG00000186235	52
ENSG00000225057	75
ENSG00000260942	51
ENSG00000272874	116
ENSG00000271303	67
ENSG00000125835	4
ENSG00000256566	91
ENSG00000185019	78
ENSG00000215251	109
ENSG00000101222	123
ENSG00000125843	72
ENSG00000205300	73
ENSG00000089048	2
ENSG00000125871	63
ENSG00000089050	129
ENSG00000232388	111
ENSG00000179935	84
ENSG00000273148	121
ENSG00000101343	82
ENSG00000188559	94
ENSG00000233746	30
ENSG00000125814	117
ENSG00000226465	116
ENSG00000230613	98
ENSG00000125968	67
ENSG00000171552	88
ENSG00000088325	63
ENSG00000179772	145
ENSG00000101337	113
ENSG00000229188	122
ENSG00000230753	90
ENSG00000101421	114
ENSG00000125977	81
ENSG00000101444	112
ENSG00000078747	81
ENSG00000078804	78
ENSG00000100991	65
ENSG00000088298	93
ENSG00000101019	70
ENSG00000080839	126
ENSG00000267882	140
ENSG00000273451	100
ENSG00000231119	55
ENSG00000124151	120
ENSG00000124198	72
ENSG00000124214	102
ENSG00000124201	92
ENSG00000277830	63
ENSG00000177410	46
ENSG00000212304	85
ENSG00000197818	124
ENSG00000124208	98
ENSG00000234698	74
ENSG00000277449	95
ENSG00000239742	47
ENSG00000259456	92
ENSG00000235415	95
ENSG00000236352	51
ENSG00000132819	72
ENSG00000101191	105
ENSG00000101246	129
ENSG00000197114	75
ENSG00000198276	8
ENSG00000101161	102
ENSG00000171703	124
ENSG00000155304	15
ENSG00000155307	108
ENSG00000223662	80
ENSG00000228600	95
ENSG00000154723	116
ENSG00000154727	71
ENSG00000156253	69
ENSG00000273254	61
ENSG00000156261	82
ENSG00000273464	68
ENSG00000234509	52
ENSG00000159055	68
ENSG00000142188	60
ENSG00000177692	93
ENSG00000159140	86
ENSG00000241837	118
ENSG00000273102	32
ENSG00000214955	103
ENSG00000159216	58
ENSG00000273199	4
ENSG00000159267	89
ENSG00000272948	85
ENSG00000273210	107
ENSG00000157542	86
ENSG00000160190	99
ENSG00000233922	108
ENSG00000131100	73
ENSG00000099968	129
ENSG00000225335	97
ENSG00000070010	136
ENSG00000184470	39
ENSG00000277950	92
ENSG00000185252	53
ENSG00000099917	120
ENSG00000099942	93
ENSG00000272829	82
ENSG00000185651	97
ENSG00000273342	62
ENSG00000100023	98
ENSG00000169548	90
ENSG00000100028	102
ENSG00000100122	40
ENSG00000183765	86
ENSG00000100209	96
ENSG00000159873	64
ENSG00000100219	68
ENSG00000226471	72
ENSG00000100319	36
ENSG00000184076	134
ENSG00000100029	99
ENSG00000198125	28
ENSG00000100348	83
ENSG00000100129	91
ENSG00000100316	114
ENSG00000100359	129
ENSG00000266594	55
ENSG00000100395	89
ENSG00000235513	103
ENSG00000100401	104
ENSG00000183864	60
ENSG00000100410	127
ENSG00000100412	99
ENSG00000183172	71
ENSG00000100227	104
ENSG00000270022	78
ENSG00000276027	83
ENSG00000188511	103
ENSG00000284194	141
ENSG00000177989	114
ENSG00000170364	90
ENSG00000231249	133
ENSG00000150995	105
ENSG00000235831	80
ENSG00000233912	76
ENSG00000070950	128
ENSG00000125037	128
ENSG00000134086	100
ENSG00000144713	35
ENSG00000224514	122
ENSG00000163528	41
ENSG00000170876	42
ENSG00000154781	149
ENSG00000131368	83
ENSG00000131381	96
ENSG00000206560	75
ENSG00000131374	36
ENSG00000266745	73
ENSG00000197885	117
ENSG00000174748	74
ENSG00000077092	68
ENSG00000206559	56
ENSG00000283563	84
ENSG00000152642	112
ENSG00000231382	81
ENSG00000168016	26
ENSG00000199594	67
ENSG00000144655	83
ENSG00000168028	79
ENSG00000280739	110
ENSG00000114784	55
ENSG00000144647	49
ENSG00000225873	35
ENSG00000163807	87
ENSG00000163808	87
ENSG00000011376	85
ENSG00000163820	67
ENSG00000076201	88
ENSG00000164045	67
ENSG00000164048	61
ENSG00000283189	85
ENSG00000164077	88
ENSG00000004534	76
ENSG00000214706	64
ENSG00000114388	102
ENSG00000114395	103
ENSG00000272104	74
ENSG00000126062	129
ENSG00000280382	117
ENSG00000145041	115
ENSG00000162244	66
ENSG00000164087	92
ENSG00000164091	125
ENSG00000272146	102
ENSG00000163376	142
ENSG00000187098	121
ENSG00000163602	111
ENSG00000113966	138
ENSG00000080822	143
ENSG00000080819	92
ENSG00000036054	106
ENSG00000154174	67
ENSG00000206535	84
ENSG00000081154	57
ENSG00000114391	103
ENSG00000182504	94
ENSG00000240895	120
ENSG00000163607	124
ENSG00000272844	88
ENSG00000240057	104
ENSG00000163617	109
ENSG00000151576	61
ENSG00000113845	52
ENSG00000144840	112
ENSG00000065485	67
ENSG00000239523	83
ENSG00000159685	116
ENSG00000074416	108
ENSG00000058262	108
ENSG00000179348	36
ENSG00000034533	9
ENSG00000114670	73
ENSG00000273486	111
ENSG00000138231	86
ENSG00000051382	117
ENSG00000175110	68
ENSG00000155903	147
ENSG00000175054	92
ENSG00000175040	110
ENSG00000047457	119
ENSG00000243069	120
ENSG00000114850	45
ENSG00000241135	40
ENSG00000243176	68
ENSG00000174891	67
ENSG00000248710	97
ENSG00000186432	129
ENSG00000114209	68
ENSG00000085276	45
ENSG00000163558	105
ENSG00000279673	52
ENSG00000075651	135
ENSG00000075420	32
ENSG00000144959	72
ENSG00000121879	71
ENSG00000136522	108
ENSG00000114416	90
ENSG00000242012	95
ENSG00000114796	123
ENSG00000114770	124
ENSG00000273181	97
ENSG00000145191	96
ENSG00000161202	77
ENSG00000156976	68
ENSG00000073849	137
ENSG00000285938	129
ENSG00000229155	101
ENSG00000114315	63
ENSG00000225742	22
ENSG00000072274	121
ENSG00000272741	115
ENSG00000273331	80
ENSG00000145107	102
ENSG00000163961	113
ENSG00000214097	27
ENSG00000213358	82
ENSG00000180370	111
ENSG00000182899	94
ENSG00000168936	94
ENSG00000168924	112
ENSG00000087269	80
ENSG00000125388	92
ENSG00000178988	76
ENSG00000071127	128
ENSG00000178163	112
ENSG00000266240	122
ENSG00000118579	80
ENSG00000109618	76
ENSG00000231160	94
ENSG00000078177	105
ENSG00000205794	7
ENSG00000168421	91
ENSG00000109133	75
ENSG00000170448	101
ENSG00000072201	87
ENSG00000174780	87
ENSG00000047315	40
ENSG00000240152	57
ENSG00000248049	101
ENSG00000132467	80
ENSG00000272986	71
ENSG00000156140	91
ENSG00000169429	32
ENSG00000163734	78
ENSG00000081041	55
ENSG00000124882	98
ENSG00000138757	90
ENSG00000169288	1
ENSG00000251019	1
ENSG00000260278	90
ENSG00000156269	97
ENSG00000251022	114
ENSG00000189308	100
ENSG00000138678	63
ENSG00000198189	64
ENSG00000138640	60
ENSG00000163104	123
ENSG00000151247	72
ENSG00000145331	28
ENSG00000164031	104
ENSG00000164032	59
ENSG00000164039	121
ENSG00000234492	88
ENSG00000198856	78
ENSG00000170522	57
ENSG00000073331	108
ENSG00000181004	55
ENSG00000273077	62
ENSG00000248802	75
ENSG00000151470	95
ENSG00000151014	109
ENSG00000109381	69
ENSG00000164169	134
ENSG00000145425	49
ENSG00000059691	112
ENSG00000205208	102
ENSG00000171503	11
ENSG00000109756	77
ENSG00000145439	112
ENSG00000251445	90
ENSG00000109586	108
ENSG00000164104	93
ENSG00000272870	92
ENSG00000164105	32
ENSG00000129128	95
ENSG00000271538	112
ENSG00000164323	101
ENSG00000109775	33
ENSG00000164151	53
ENSG00000259802	77
ENSG00000164187	68
ENSG00000145604	89
ENSG00000164327	103
ENSG00000113638	90
ENSG00000145592	119
ENSG00000205765	36
ENSG00000271788	104
ENSG00000177721	118
ENSG00000177738	92
ENSG00000151881	124
ENSG00000249492	107
ENSG00000172244	52
ENSG00000164258	81
ENSG00000185305	84
ENSG00000249069	27
ENSG00000067248	115
ENSG00000039123	65
ENSG00000134352	102
ENSG00000225230	81
ENSG00000062194	38
ENSG00000152932	63
ENSG00000086189	34
ENSG00000113593	63
ENSG00000113595	111
ENSG00000253251	45
ENSG00000113597	80
ENSG00000253744	50
ENSG00000069020	79
ENSG00000248884	38
ENSG00000113273	7
ENSG00000164329	65
ENSG00000164300	64
ENSG00000186468	61
ENSG00000127184	71
ENSG00000153140	101
ENSG00000281357	79
ENSG00000113369	87
ENSG00000198677	109
ENSG00000164291	87
ENSG00000250240	111
ENSG00000251314	46
ENSG00000164307	97
ENSG00000251513	49
ENSG00000248489	44
ENSG00000145723	78
ENSG00000272523	93
ENSG00000198961	96
ENSG00000224032	26
ENSG00000172795	29
ENSG00000271918	60
ENSG00000151304	96
ENSG00000151292	102
ENSG00000251072	98
ENSG00000217128	101
ENSG00000224015	104
ENSG00000197208	121
ENSG00000238160	123
ENSG00000113525	34
ENSG00000006837	49
ENSG00000273345	64
ENSG00000224186	93
ENSG00000177733	106
ENSG00000112983	54
ENSG00000112984	51
ENSG00000120709	64
ENSG00000120738	131
ENSG00000120705	99
ENSG00000113013	88
ENSG00000184584	34
ENSG00000120306	103
ENSG00000243056	20
ENSG00000131495	67
ENSG00000113141	145
ENSG00000284325	102
ENSG00000202515	64
ENSG00000228737	125
ENSG00000133706	99
ENSG00000275740	111
ENSG00000113649	102
ENSG00000285736	57
ENSG00000113712	9
ENSG00000200334	56
ENSG00000256235	126
ENSG00000272112	134
ENSG00000170271	44
ENSG00000082515	135
ENSG00000145860	77
ENSG00000253256	105
ENSG00000113312	141
ENSG00000170584	20
ENSG00000120137	92
ENSG00000235172	56
ENSG00000072803	127
ENSG00000113734	107
ENSG00000145919	4
ENSG00000122203	85
ENSG00000048162	78
ENSG00000146066	141
ENSG00000184840	122
ENSG00000169131	116
ENSG00000178338	117
ENSG00000234284	61
ENSG00000177932	127
ENSG00000248367	57
ENSG00000196670	87
ENSG00000264732	82
ENSG00000272296	10
ENSG00000124588	111
ENSG00000271361	123
ENSG00000272248	119
ENSG00000230648	68
ENSG00000265818	100
ENSG00000124802	140
ENSG00000137203	106
ENSG00000272097	108
ENSG00000224531	112
ENSG00000112137	54
ENSG00000215022	79
ENSG00000124523	101
ENSG00000050393	120
ENSG00000180537	69
ENSG00000008083	97
ENSG00000007944	94
ENSG00000137198	22
ENSG00000272269	111
ENSG00000124789	77
ENSG00000137364	76
ENSG00000227803	115
ENSG00000112242	115
ENSG00000145996	102
ENSG00000112308	73
ENSG00000275714	90
ENSG00000278637	126
ENSG00000197061	20
ENSG00000180596	87
ENSG00000180573	94
ENSG00000158373	90
ENSG00000283064	56
ENSG00000277157	86
ENSG00000216331	57
ENSG00000277224	99
ENSG00000277720	93
ENSG00000218281	83
ENSG00000124575	28
ENSG00000277775	72
ENSG00000158406	82
ENSG00000220875	104
ENSG00000284688	47
ENSG00000199289	83
ENSG00000228223	22
ENSG00000182952	104
ENSG00000284607	69
ENSG00000146109	120
ENSG00000224843	114
ENSG00000196787	1
ENSG00000276180	85
ENSG00000197903	85
ENSG00000274997	123
ENSG00000265565	134
ENSG00000112812	24
ENSG00000096654	114
ENSG00000285703	128
ENSG00000217862	96
ENSG00000197238	107
ENSG00000273542	98
ENSG00000233822	96
ENSG00000276903	100
ENSG00000184357	93
ENSG00000278677	52
ENSG00000274641	93
ENSG00000197279	114
ENSG00000261839	62
ENSG00000269293	85
ENSG00000137185	89
ENSG00000189298	77
ENSG00000158691	134
ENSG00000232040	85
ENSG00000225595	13
ENSG00000224157	99
ENSG00000204709	21
ENSG00000204625	59
ENSG00000146112	101
ENSG00000137337	129
ENSG00000196230	99
ENSG00000228022	68
ENSG00000213780	63
ENSG00000234006	89
ENSG00000204435	72
ENSG00000204427	74
ENSG00000204392	74
ENSG00000204387	54
ENSG00000201823	88
ENSG00000204385	62
ENSG00000166278	21
ENSG00000204315	76
ENSG00000241404	58
ENSG00000204310	72
ENSG00000277264	87
ENSG00000204304	98
ENSG00000204257	68
ENSG00000223837	65
ENSG00000204231	84
ENSG00000112473	64
ENSG00000223501	68
ENSG00000204220	14
ENSG00000137309	86
ENSG00000124562	93
ENSG00000065060	93
ENSG00000064995	104
ENSG00000112078	79
ENSG00000112081	65
ENSG00000137193	60
ENSG00000225945	85
ENSG00000124767	79
ENSG00000112195	109
ENSG00000214736	64
ENSG00000164663	45
ENSG00000206875	42
ENSG00000137413	88
ENSG00000048544	67
ENSG00000024048	98
ENSG00000124659	53
ENSG00000146223	48
ENSG00000137161	67
ENSG00000124733	36
ENSG00000124702	38
ENSG00000044090	72
ENSG00000146216	23
ENSG00000124571	27
ENSG00000124688	115
ENSG00000272114	86
ENSG00000231881	99
ENSG00000096384	31
ENSG00000146232	117
ENSG00000124608	104
ENSG00000198087	98
ENSG00000270761	94
ENSG00000031691	82
ENSG00000112077	30
ENSG00000112118	94
ENSG00000170899	72
ENSG00000202198	105
ENSG00000283293	96
ENSG00000112146	96
ENSG00000168116	110
ENSG00000112200	95
ENSG00000285838	51
ENSG00000237643	55
ENSG00000224349	70
ENSG00000119899	36
ENSG00000198478	91
ENSG00000135315	86
ENSG00000146282	69
ENSG00000135336	129
ENSG00000135334	113
ENSG00000271931	79
ENSG00000132423	98
ENSG00000132424	130
ENSG00000187772	91
ENSG00000203799	91
ENSG00000201023	92
ENSG00000260273	98
ENSG00000112290	76
ENSG00000168438	119
ENSG00000153975	99
ENSG00000196911	66
ENSG00000111875	131
ENSG00000111885	64
ENSG00000111912	102
ENSG00000093144	102
ENSG00000112306	116
ENSG00000146411	27
ENSG00000112339	6
ENSG00000232876	97
ENSG00000197442	119
ENSG00000279968	29
ENSG00000164442	77
ENSG00000238099	112
ENSG00000146416	63
ENSG00000257065	119
ENSG00000169976	96
ENSG00000270638	63
ENSG00000118496	80
ENSG00000228283	70
ENSG00000227748	125
ENSG00000233452	70
ENSG00000196634	9
ENSG00000055211	53
ENSG00000227627	114
ENSG00000029639	114
ENSG00000270487	105
ENSG00000130340	81
ENSG00000236324	106
ENSG00000285159	107
ENSG00000120438	123
ENSG00000164849	74
ENSG00000106263	35
ENSG00000272953	95
ENSG00000234432	132
ENSG00000252929	129
ENSG00000136238	95
ENSG00000283549	54
ENSG00000233108	58
ENSG00000189043	80
ENSG00000146530	78
ENSG00000122644	102
ENSG00000214960	106
ENSG00000171243	68
ENSG00000106524	134
ENSG00000183742	107
ENSG00000233834	82
ENSG00000136231	106
ENSG00000169193	43
ENSG00000234999	103
ENSG00000170852	99
ENSG00000122643	121
ENSG00000211696	97
ENSG00000006715	119
ENSG00000256646	75
ENSG00000106588	71
ENSG00000106591	70
ENSG00000106153	60
ENSG00000280225	100
ENSG00000260653	81
ENSG00000236299	86
ENSG00000226581	49
ENSG00000227910	114
ENSG00000241258	83
ENSG00000272831	98
ENSG00000272843	95
ENSG00000176410	59
ENSG00000006704	22
ENSG00000170027	62
ENSG00000135205	99
ENSG00000187257	90
ENSG00000228928	73
ENSG00000273299	113
ENSG00000157224	81
ENSG00000127993	92
ENSG00000004766	55
ENSG00000105829	88
ENSG00000127922	12
ENSG00000243554	99
ENSG00000106244	56
ENSG00000241468	67
ENSG00000248919	48
ENSG00000146833	85
ENSG00000106290	78
ENSG00000166997	82
ENSG00000197093	99
ENSG00000176125	43
ENSG00000106367	107
ENSG00000214253	102
ENSG00000161040	58
ENSG00000230257	71
ENSG00000161048	12
ENSG00000239569	107
ENSG00000185055	81
ENSG00000273320	95
ENSG00000267052	94
ENSG00000228742	108
ENSG00000105851	81
ENSG00000105856	96
ENSG00000105879	46
ENSG00000241764	63
ENSG00000229626	11
ENSG00000128590	110
ENSG00000198839	110
ENSG00000146802	56
ENSG00000214194	43
ENSG00000279086	38
ENSG00000235945	67
ENSG00000277583	89
ENSG00000227199	80
ENSG00000273596	36
ENSG00000274606	79
ENSG00000004866	81
ENSG00000128534	106
